"","ticker","name.x","date","industry","industri"
"478","PNOR","PetroNor E&P Limited",2020-08-31,"Energy","Energi"
"479","PNOR","PetroNor E&P Limited",2020-05-29,"Energy","Energi"
"480","POL","Polaris Media ASA",2020-08-27,"Communication","Kommunikasjon"
"481","POL","Polaris Media ASA",2020-02-14,"Communication","Kommunikasjon"
"482","POL","Polaris Media ASA",2020-05-05,"Communication","Kommunikasjon"
"483","PROTCT","Protector Forsikring ASA",2020-02-06,"Finance","Finans"
"484","PROTCT","Protector Forsikring ASA",2020-07-10,"Finance","Finans"
"485","PROTCT","Protector Forsikring ASA",2020-04-30,"Finance","Finans"
"486","PRS","Prosafe SE",2020-05-26,"Energy","Energi"
"487","PRS","Prosafe SE",2020-02-06,"Energy","Energi"
"488","PRS","Prosafe SE",2020-08-20,"Energy","Energi"
"489","PSE","Petrolia SE",2020-02-27,"Energy","Energi"
"490","PSE","Petrolia SE",2020-08-27,"Energy","Energi"
"491","QEC","Questerre Energy Corporation",2020-08-12,"Energy","Energi"
"492","QEC","Questerre Energy Corporation",2020-05-13,"Energy","Energi"
"493","QFR","Q-Free ASA",2020-04-29,"IT","IT"
"494","QFR","Q-Free ASA",2020-02-13,"IT","IT"
"495","QFR","Q-Free ASA",2020-07-10,"IT","IT"
"496","QFR","Q-Free ASA",2020-04-23,"IT","IT"
"497","QFR","Q-Free ASA",2020-02-06,"IT","IT"
"498","QFR","Q-Free ASA",2020-07-03,"IT","IT"
"499","QFUELME","Quantafuel ASA",2020-02-28,"Industry","Industri"
"500","QFUELME","Quantafuel ASA",2020-08-27,"Industry","Industri"
"501","RAKP","RAK Petroleum plc",2020-08-17,"Energy","Energi"
"502","REACH","Reach Subsea ASA",2020-05-27,"Energy","Energi"
"503","REACH","Reach Subsea ASA",2020-08-25,"Energy","Energi"
"504","REACH","Reach Subsea ASA",2020-02-25,"Energy","Energi"
"505","REC","REC Silicon ASA",2020-02-14,"IT","IT"
"506","REC","REC Silicon ASA",2020-07-23,"IT","IT"
"507","RING","SpareBank 1 Ringerike Hadeland",2020-03-16,"Equity_certificate","Egenkapitalbevis"
"508","RING","SpareBank 1 Ringerike Hadeland",2020-08-13,"Equity_certificate","Egenkapitalbevis"
"509","RING","SpareBank 1 Ringerike Hadeland",2020-02-11,"Equity_certificate","Egenkapitalbevis"
"510","RISH","GC Rieber Shipping ASA",2020-08-24,"Industry","Industri"
"511","ROM","RomReal Ltd.",2020-08-27,"Real_estate","Eiendom"
"512","ROM","RomReal Ltd.",2020-05-21,"Real_estate","Eiendom"
"513","ROMSBME","Romsdal Sparebank",2020-07-29,"Equity_certificate","Egenkapitalbevis"
"514","ROMSBME","Romsdal Sparebank",2020-02-05,"Equity_certificate","Egenkapitalbevis"
"515","ROMSBME","Romsdal Sparebank",2020-05-06,"Equity_certificate","Egenkapitalbevis"
"516","SADG","Sandnes Sparebank",2020-02-13,"Equity_certificate","Egenkapitalbevis"
"517","SADG","Sandnes Sparebank",2020-05-13,"Equity_certificate","Egenkapitalbevis"
"518","SADG","Sandnes Sparebank",2020-03-18,"Equity_certificate","Egenkapitalbevis"
"519","SADG","Sandnes Sparebank",2020-08-13,"Equity_certificate","Egenkapitalbevis"
"520","SAGA","Saga Tankers ASA",2020-02-13,"Finance","Finans"
"521","SAGA","Saga Tankers ASA",2020-08-21,"Finance","Finans"
"522","SAGA","Saga Tankers ASA",2020-05-14,"Finance","Finans"
"523","SALM","SalMar ASA",2020-05-19,"Consumer_goods","Konsumvarer"
"524","SALM","SalMar ASA",2020-08-27,"Consumer_goods","Konsumvarer"
"525","SALMON","Salmones Camanchaca S.A.",2020-08-20,"Consumer_goods","Konsumvarer"
"526","SATS","SATS ASA",2020-05-12,"Consumables","Forbruksvarer"
"527","SATS","SATS ASA",2020-02-13,"Consumables","Forbruksvarer"
"528","SATS","SATS ASA",2020-07-16,"Consumables","Forbruksvarer"
"529","SBANK","Sbanken ASA",2020-07-15,"Finance","Finans"
"530","SBANK","Sbanken ASA",2020-05-15,"Finance","Finans"
"531","SBANK","Sbanken ASA",2020-02-14,"Finance","Finans"
"532","SBO","Selvaag Bolig ASA",2020-02-12,"Real_estate","Eiendom"
"533","SBO","Selvaag Bolig ASA",2020-05-20,"Real_estate","Eiendom"
"534","SBO","Selvaag Bolig ASA",2020-05-13,"Real_estate","Eiendom"
"535","SBO","Selvaag Bolig ASA",2020-08-18,"Real_estate","Eiendom"
"536","SBO","Selvaag Bolig ASA",2020-08-12,"Real_estate","Eiendom"
"537","SBTE","Sparebanken Telemark",2020-02-06,"Equity_certificate","Egenkapitalbevis"
"538","SBTE","Sparebanken Telemark",2020-05-07,"Equity_certificate","Egenkapitalbevis"
"539","SBTE","Sparebanken Telemark",2020-08-12,"Equity_certificate","Egenkapitalbevis"
"540","SBVG","SpareBank 1 BV",2020-08-12,"Equity_certificate","Egenkapitalbevis"
"541","SBVG","SpareBank 1 BV",2020-02-07,"Equity_certificate","Egenkapitalbevis"
"542","SBVG","SpareBank 1 BV",2020-03-24,"Equity_certificate","Egenkapitalbevis"
"543","SBVG","SpareBank 1 BV",2020-05-15,"Equity_certificate","Egenkapitalbevis"
"544","SBVG","SpareBank 1 BV",2020-05-14,"Equity_certificate","Egenkapitalbevis"
"545","SBX","SeaBird Exploration PLC",2020-08-14,"Energy","Energi"
"546","SBX","SeaBird Exploration PLC",2020-02-28,"Energy","Energi"
"547","SBX","SeaBird Exploration PLC",2020-02-24,"Energy","Energi"
"548","SCANA","Scana ASA",2020-05-08,"Materials","Materialer"
"549","SCANA","Scana ASA",2020-08-21,"Materials","Materialer"
"550","SCANA","Scana ASA",2020-02-28,"Materials","Materialer"
"551","SCANA","Scana ASA",2020-03-30,"Materials","Materialer"
"552","SCHA","Schibsted ASA",2020-02-13,"Communication","Kommunikasjon"
"553","SCHA","Schibsted ASA",2020-07-17,"Communication","Kommunikasjon"
"554","SCHA","Schibsted ASA",2020-05-06,"Communication","Kommunikasjon"
"555","SDSD","S.D. Standard Drilling Plc",2020-08-25,"Energy","Energi"
"556","SDSD","S.D. Standard Drilling Plc",2020-05-14,"Energy","Energi"
"557","SDSD","S.D. Standard Drilling Plc",2020-02-13,"Energy","Energi"
"558","SHLF","Shelf Drilling, Ltd.",2020-05-13,"Energy","Energi"
"559","SHLF","Shelf Drilling, Ltd.",2020-03-02,"Energy","Energi"
"560","SHLF","Shelf Drilling, Ltd.",2020-08-13,"Energy","Energi"
"561","SIKRIME","Sikri Holding AS",2020-09-10,"IT","IT"
"562","SIOFF","Siem Offshore Inc.",2020-02-27,"Energy","Energi"
"563","SIOFF","Siem Offshore Inc.",2020-08-27,"Energy","Energi"
"564","SKUE","Skue Sparebank",2020-05-13,"Equity_certificate","Egenkapitalbevis"
"565","SKUE","Skue Sparebank",2020-08-14,"Equity_certificate","Egenkapitalbevis"
"566","SKUE","Skue Sparebank",2020-08-13,"Equity_certificate","Egenkapitalbevis"
"567","SKUE","Skue Sparebank",2020-02-13,"Equity_certificate","Egenkapitalbevis"
"568","SNI","Stolt-Nielsen Limited",2020-04-16,"Industry","Industri"
"569","SNI","Stolt-Nielsen Limited",2020-07-02,"Industry","Industri"
"570","SNOR","SpareBank 1 Nordvest",2020-02-13,"Equity_certificate","Egenkapitalbevis"
"571","SNOR","SpareBank 1 Nordvest",2020-08-13,"Equity_certificate","Egenkapitalbevis"
"572","SNOR","SpareBank 1 Nordvest",2020-04-01,"Equity_certificate","Egenkapitalbevis"
"573","SNOR","SpareBank 1 Nordvest",2020-05-15,"Equity_certificate","Egenkapitalbevis"
"574","SNOR","SpareBank 1 Nordvest",2020-02-14,"Equity_certificate","Egenkapitalbevis"
"575","SNOR","SpareBank 1 Nordvest",2020-03-24,"Equity_certificate","Egenkapitalbevis"
"576","SOAG","SpareBank 1 <d8>stfold Akershus",2020-08-14,"Equity_certificate","Egenkapitalbevis"
"577","SOAG","SpareBank 1 <d8>stfold Akershus",2020-02-06,"Equity_certificate","Egenkapitalbevis"
"578","SOAG","SpareBank 1 <d8>stfold Akershus",2020-02-07,"Equity_certificate","Egenkapitalbevis"
"579","SOAG","SpareBank 1 <d8>stfold Akershus",2020-05-15,"Equity_certificate","Egenkapitalbevis"
"580","SOFF","Solstad Offshore ASA",2020-02-27,"Energy","Energi"
"581","SOFF","Solstad Offshore ASA",2020-08-31,"Energy","Energi"
"582","SOFTOXME","SoftOx Solutions AS",2020-03-31,"Healthcare","Helsevern"
"583","SOGN","Sogn Sparebank",2020-05-14,"Equity_certificate","Egenkapitalbevis"
"584","SOGN","Sogn Sparebank",2020-03-25,"Equity_certificate","Egenkapitalbevis"
"585","SOGN","Sogn Sparebank",2020-02-14,"Equity_certificate","Egenkapitalbevis"
"586","SOGN","Sogn Sparebank",2020-08-14,"Equity_certificate","Egenkapitalbevis"
"587","SOLON","Solon Eiendom ASA",2020-05-27,"Real_estate","Eiendom"
"588","SOLON","Solon Eiendom ASA",2020-02-26,"Real_estate","Eiendom"
"589","SOLON","Solon Eiendom ASA",2020-08-26,"Real_estate","Eiendom"
"590","SOR","Sparebanken S<f8>r",2020-02-06,"Equity_certificate","Egenkapitalbevis"
"591","SOR","Sparebanken S<f8>r",2020-05-07,"Equity_certificate","Egenkapitalbevis"
"592","SOR","Sparebanken S<f8>r",2020-08-14,"Equity_certificate","Egenkapitalbevis"
"593","SPOG","Sparebanken <d8>st",2020-02-13,"Equity_certificate","Egenkapitalbevis"
"594","SPOG","Sparebanken <d8>st",2020-07-15,"Equity_certificate","Egenkapitalbevis"
"595","SPOG","Sparebanken <d8>st",2020-05-13,"Equity_certificate","Egenkapitalbevis"
"596","SPOL","SpareBank 1 <d8>stlandet",2020-02-07,"Equity_certificate","Egenkapitalbevis"
"597","SPOL","SpareBank 1 <d8>stlandet",2020-08-05,"Equity_certificate","Egenkapitalbevis"
"598","SRBANK","SpareBank 1 SR-Bank ASA",2020-05-07,"Finance","Finans"
"599","SRBANK","SpareBank 1 SR-Bank ASA",2020-08-06,"Finance","Finans"
"600","SRBANK","SpareBank 1 SR-Bank ASA",2020-02-05,"Finance","Finans"
"601","SSG","Self Storage Group ASA",2020-05-12,"Industry","Industri"
"602","SSG","Self Storage Group ASA",2020-02-10,"Industry","Industri"
"603","SSG","Self Storage Group ASA",2020-02-12,"Industry","Industri"
"604","SSG","Self Storage Group ASA",2020-08-18,"Industry","Industri"
"605","SSG","Self Storage Group ASA",2020-01-29,"Industry","Industri"
"606","SSO","Scatec Solar ASA",2020-05-08,"Renewables","Forsyning"
"607","SSO","Scatec Solar ASA",2020-07-17,"Renewables","Forsyning"
"608","SSO","Scatec Solar ASA",2020-01-24,"Renewables","Forsyning"
"609","SSO","Scatec Solar ASA",2020-04-24,"Renewables","Forsyning"
"610","SSO","Scatec Solar ASA",2020-01-13,"Renewables","Forsyning"
"611","SSO","Scatec Solar ASA",2020-07-03,"Renewables","Forsyning"
"612","STB","Storebrand ASA",2020-04-30,"Finance","Finans"
"613","STB","Storebrand ASA",2020-02-12,"Finance","Finans"
"614","STB","Storebrand ASA",2020-07-15,"Finance","Finans"
"615","STORM","Storm Real Estate ASA",2020-02-28,"Real_estate","Eiendom"
"616","STORM","Storm Real Estate ASA",2020-08-27,"Real_estate","Eiendom"
"617","STRONG","StrongPoint ASA",2020-07-09,"IT","IT"
"618","STRONG","StrongPoint ASA",2020-07-14,"IT","IT"
"619","STRONG","StrongPoint ASA",2020-04-29,"IT","IT"
"620","STRONG","StrongPoint ASA",2020-02-07,"IT","IT"
"621","STRONG","StrongPoint ASA",2020-02-12,"IT","IT"
"622","STRONG","StrongPoint ASA",2020-01-23,"IT","IT"
"623","SUBC","Subsea 7 S.A.",2020-07-29,"Energy","Energi"
"624","SUNSBME","Sunndal Sparebank",2020-05-15,"Equity_certificate","Egenkapitalbevis"
"625","SUNSBME","Sunndal Sparebank",2020-08-13,"Equity_certificate","Egenkapitalbevis"
"626","SUNSBME","Sunndal Sparebank",2020-02-27,"Equity_certificate","Egenkapitalbevis"
"627","SUSBME","Surnadal Sparebank",2020-08-14,"Equity_certificate","Egenkapitalbevis"
"628","SUSBME","Surnadal Sparebank",2020-02-18,"Equity_certificate","Egenkapitalbevis"
"629","SUSBME","Surnadal Sparebank",2020-05-14,"Equity_certificate","Egenkapitalbevis"
"630","SVEG","Sparebanken Vest",2020-08-13,"Equity_certificate","Egenkapitalbevis"
"631","SVEG","Sparebanken Vest",2020-01-30,"Equity_certificate","Egenkapitalbevis"
"632","SVEG","Sparebanken Vest",2020-05-07,"Equity_certificate","Egenkapitalbevis"
"633","TEAM","Team Tankers International Ltd.",2020-08-26,"Industry","Industry"
"634","TECH","Techstep ASA",2020-05-07,"IT","IT"
"635","TECH","Techstep ASA",2020-02-13,"IT","IT"
"636","TECH","Techstep ASA",2020-08-21,"IT","IT"
"637","TEL","Telenor ASA",2020-07-16,"Communication","Kommunikasjon"
"638","TEL","Telenor ASA",2020-01-29,"Communication","Kommunikasjon"
"639","TEL","Telenor ASA",2020-04-28,"Communication","Kommunikasjon"
"640","THIN","Thin Film Electronics ASA",2020-08-20,"IT","IT"
"641","TIETOO","TietoEVRY Oyj",2020-02-14,"IT","IT"
"642","TIETOO","TietoEVRY Oyj",2020-07-24,"IT","IT"
"643","TIETOO","TietoEVRY Oyj",2020-04-28,"IT","IT"
"644","TOM","Tomra Systems ASA",2020-02-20,"Industry","Industri"
"645","TOM","Tomra Systems ASA",2020-05-05,"Industry","Industri"
"646","TOM","Tomra Systems ASA",2020-07-17,"Industry","Industri"
"647","TOTG","Totens Sparebank",2020-02-11,"Equity_certificate","Egenkapitalbevis"
"648","TOTG","Totens Sparebank",2020-03-17,"Equity_certificate","Egenkapitalbevis"
"649","TOTG","Totens Sparebank",2020-08-13,"Equity_certificate","Egenkapitalbevis"
"650","TOTG","Totens Sparebank",2020-01-14,"Equity_certificate","Egenkapitalbevis"
"651","TOTG","Totens Sparebank",2020-04-28,"Equity_certificate","Egenkapitalbevis"
"652","TOTG","Totens Sparebank",2020-02-13,"Equity_certificate","Egenkapitalbevis"
"653","TRE","Treasure ASA",2020-04-01,"Industry","Industri"
"654","TRE","Treasure ASA",2020-08-17,"Industry","Industri"
"655","TRVX","Targovax ASA",2020-08-20,"Healthcare","Helsevern"
"656","TRVX","Targovax ASA",2020-08-12,"Healthcare","Helsevern"
"657","TRVX","Targovax ASA",2020-05-07,"Healthcare","Helsevern"
"658","TRVX","Targovax ASA",2020-03-03,"Healthcare","Helsevern"
"659","TRVX","Targovax ASA",2020-03-11,"Healthcare","Helsevern"
"660","TYSBME","Tysnes Sparebank",2020-08-13,"Equity_certificate","Egenkapitalbevis"
"661","TYSBME","Tysnes Sparebank",2020-05-18,"Equity_certificate","Egenkapitalbevis"
"662","ULTIMO","Ultimovacs ASA",2020-02-14,"Healthcare","Helsevern"
"663","ULTIMO","Ultimovacs ASA",2020-08-13,"Healthcare","Helsevern"
"664","ULTIMO","Ultimovacs ASA",2020-05-14,"Healthcare","Helsevern"
"665","ULTIMO","Ultimovacs ASA",2020-08-21,"Healthcare","Helsevern"
"666","VEI","Veidekke ASA",2020-02-11,"Industry","Industri"
"667","VEI","Veidekke ASA",2020-05-07,"Industry","Industri"
"668","VEI","Veidekke ASA",2020-08-13,"Industry","Industri"
"669","VISTIN","Vistin Pharma ASA",2020-02-28,"Healthcare","Helsevern"
"670","VISTIN","Vistin Pharma ASA",2020-08-28,"Healthcare","Helsevern"
"671","VOW","Vow ASA",2020-08-26,"Industry","Industri"
"672","VOW","Vow ASA",2020-02-26,"Industry","Industri"
"673","VVL","Voss Veksel- og Landmandsbank ASA",2020-04-29,"Finance","Finans"
"674","VVL","Voss Veksel- og Landmandsbank ASA",2020-02-18,"Finance","Finans"
"675","VVL","Voss Veksel- og Landmandsbank ASA",2020-01-29,"Finance","Finans"
"676","VVL","Voss Veksel- og Landmandsbank ASA",2020-08-12,"Finance","Finans"
"677","WALWIL","Wallenius Wilhelmsen ASA",2020-08-18,"Industry","Industri"
"678","WILS","Wilson ASA",2020-05-07,"Industry","Industri"
"679","WILS","Wilson ASA",2020-08-07,"Industry","Industri"
"680","WILS","Wilson ASA",2020-02-19,"Industry","Industri"
"681","WSTEP","Webstep ASA",2020-08-26,"IT","IT"
"682","WSTEP","Webstep ASA",2020-02-12,"IT","IT"
"683","WWI","Wilh. Wilhelmsen Holding ASA",2020-02-04,"Industry","Industri"
"684","WWI","Wilh. Wilhelmsen Holding ASA",2020-08-19,"Industry","Industri"
"685","WWI","Wilh. Wilhelmsen Holding ASA",2020-08-10,"Industry","Industri"
"686","WWI","Wilh. Wilhelmsen Holding ASA",2020-02-13,"Industry","Industri"
"687","WWI","Wilh. Wilhelmsen Holding ASA",2020-05-15,"Industry","Industri"
"688","XXL","XXL ASA",2020-02-07,"Consumables","Forbruksvarer"
"689","XXL","XXL ASA",2020-07-16,"Consumables","Forbruksvarer"
"690","XXL","XXL ASA",2020-04-29,"Consumables","Forbruksvarer"
"691","YAR","Yara International ASA",2020-01-17,"Materials","Materialer"
"692","YAR","Yara International ASA",2020-02-05,"Materials","Materialer"
"693","YAR","Yara International ASA",2020-04-23,"Materials","Materialer"
"694","YAR","Yara International ASA",2020-04-22,"Materials","Materialer"
"695","YAR","Yara International ASA",2020-07-15,"Materials","Materialer"
"696","YAR","Yara International ASA",2020-02-07,"Materials","Materialer"
"697","YAR","Yara International ASA",2020-07-01,"Materials","Materialer"
"698","YAR","Yara International ASA",2020-07-17,"Materials","Materialer"
"699","YAR","Yara International ASA",2020-04-17,"Materials","Materialer"
"700","ZAL","Zalaris ASA",2020-08-18,"Industry","Industri"
"701","ZAL","Zalaris ASA",2020-02-28,"Industry","Industri"
"702","ZAL","Zalaris ASA",2020-05-08,"Industry","Industri"
"703","ZENAME","Zenith Energy Ltd",2020-02-14,"Energy","Energi"
